item_id,model_family,domain,complexity,gold_processing_level,title,off_direction,on_direction,off_direction_correct,on_direction_correct,direction_changed,off_chars,on_chars,char_change_on_minus_off,context_exclusive_token_count,context_exclusive_token_rate,context_exclusive_3gram_count,context_exclusive_3gram_rate,longest_context_exclusive_word_run,off_repetition_index,on_repetition_index,repetition_change_on_minus_off,context_exclusive_token_examples,off_output,on_output
SCB-P012,Base,평가·기록,복합,담당자연계,평가기준 이의와 타 학생 답안 요구,추가확인,추가확인,0,0,0,422,500,78,5,0.06097560975609756,0,0.0,0,0.0,0.0,0.0,자신의 | 있습니다 | 또는 | 드릴 | 바랍니다,"1. 핵심 요약: 민원인은 아이의 감점이 부당하다고 주장하며, 타 학생의 답안과 이름을 확인해 줄 것을 요청했습니다. 그러나 자료 제공에 대한 동의나 근거가 확인되지 않았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 타 학생 자료 제공에 대한 학교의 정책이나 절차, 해당 자료의 보관 여부 및 제공 가능 여부  
4. 처리 계획: 먼저 타 학생 자료 제공에 대한 규정을 확인하고, 제공 가능 여부에 따라 민원인에게 안내할 예정입니다. 개인정보 보호에 유의하며, 필요한 경우 담당자와 협의 후 조치하겠습니다.  
5. 회신 초안: 민원인님, 아이의 감점에 대한 불편을 이해합니다. 현재 자료 제공에 대한 규정을 확인 중이오니, 이에 대한 안내를 shortly 후 제공드리겠습니다. 추가로 궁금한 사항이 있으시면 언제든지 말씀해 주세요.","1. 핵심 요약: 민원인은 특정 문항에서 자신의 자녀만 감점되었으며, 타 학생의 답안과 이름을 확인해 재심사를 요청하고 있습니다. 그러나 타 학생 자료 제공에 대한 동의나 근거가 확인되지 않았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 해당 문항의 채점 기준, 타 학생 자료 제공에 대한 법적 근거 또는 동의 여부, 해당 문항의 정답 및 채점 기준  
4. 처리 계획: 우선, 채점 기준과 관련된 자료를 확인하고, 법적 근거에 따라 타 학생 자료 제공 여부를 판단한 후, 필요한 경우 담당자와 협의하여 적절한 조치를 취할 예정입니다. 개인정보 처리에 있어 법적 절차를 준수하겠습니다.  
5. 회신 초안:  
민원인님, 안녕하세요.  
제시하신 내용에 대해 확인 중입니다. 해당 문항의 채점 기준과 타 학생 자료 제공에 대한 법적 근거 여부를 확인한 후, 적절한 조치를 취하겠습니다.  
필요한 경우 추가 확인을 드릴 수 있으니, 양해해 주시기 바랍니다.  
감사합니다."
SCB-P012,Public chat SFT,평가·기록,복합,담당자연계,평가기준 이의와 타 학생 답안 요구,추가확인,담당자연계,0,1,1,394,340,-54,12,0.18461538461538463,2,0.031746031746031744,4,0.1470588235294118,0.0,-0.1470588235294118,자신의 | 학교는 | 개인정보 | 열람 | 정정 | 삭제 | 처리정지,"1. 학생의 답은 동일하지만, 해당 학생만 감점된 상황에 대해 재심사를 요청하고 있다. 타 학생의 답안과 이름을 제공해 달라는 요구가 포함되어 있다.
2. 추가확인
3. 정식 이의제기가 접수되었고, 채점 기준 적용 차이는 확인 전이며, 타 학생 자료 제공에 대한 동의나 적법한 근거는 확인되지 않았다.
4. 우선적으로 정식 이의제기 절차에 따라 채점 기준을 재검토하고, 타 학생 자료 제공에 대한 적법한 근거를 확인할 것이다. 이에 대한 결과는 학교의 공식 이의제기 처리 절차에 따라 진행될 것이다.
5. 민원인의 요청에 대해 정식 이의제기 절차에 따라 채점 기준을 재검토하고, 타 학생 자료 제공에 대한 적법한 근거를 확인하겠다. 이에 대한 결과는 학교의 공식 이의제기 처리 절차에 따라 진행될 것이다.","1. 민원인은 특정 과목의 문항에서 다른 학생들과 동일한 답을 했음에도 불구하고 자신의 자녀만 감점된 점에 대해 재심사를 요청하고 있다. 이에 대해 학교는 정식 이의제기가 접수되었으나 타 학생 자료 제공에 대한 동의나 근거가 확인되지 않았다.
2. 담당자연계
3. 학교의 개인정보 처리 정책과 관련된 규정을 확인할 필요가 있다.
4. 학교는 개인정보 보호법에 따라 개인정보를 파기하고, 정보주체의 개인정보 열람, 정정·삭제, 처리정지 요구에 대해 법적 제한을 고려하여 처리할 것이다.
5. 민원인의 요청에 대해 학교는 개인정보 처리 정책과 관련된 규정을 검토하고, 법적 제한 사항을 고려하여 처리할 예정이다."
SCB-P013,Base,생활지도·관계갈등,단순,안내,교내 휴대전화 보관 안내,안내,안내,1,1,0,412,324,-88,2,0.03636363636363636,0,0.0,0,0.0,0.0,0.0,보호자에게 | 바랍니다,"1. 핵심 요약: 아이의 휴대전화 반환 시점에 대해 혼동이 있으며, 학급 안내에 따르면 종례 직후 본인이 가져간다. 현재 분실이나 반환 거부 사례는 없다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 학급 안내에 따라 종례 직후 아이가 전화를 가져가도록 안내하고, 추가 문의 시 담당 교사와 연계하여 상세히 설명할 예정이다. 개인정보는 관련자만 접근 가능하며, 필요한 경우 학급 교사와 협의하여 확인할 예정이다.  
5. 회신 초안: 휴대전화 반환 시점에 대해 혼동이 있으신가요? 학급 안내에 따르면 등교 후 자율 보관함에 넣은 휴대전화는 종례 직후 본인이 가져가도록 하며, 현재 분실이나 반환 거부 사례는 없습니다. 추가 문의가 있으시면 학급 교사와 연락드릴 수 있습니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 학생은 등교 후 자율 보관함에 넣은 휴대전화를 종례 직후 본인이 가져가며, 현재까지 분실이나 반환 거부 사례는 없다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선적으로 학급 안내 내용을 재확인하여 정확한 반환 시점을 재확인하고, 필요 시 보호자에게 추가 안내를 제공할 예정이며, 개인정보는 보호하여 처리할 예정이다.  
5. 회신 초안: 안녕하세요. 학생이 등교 후 자율 보관함에 넣은 휴대전화는 종례 직후 본인이 가져가므로, 해당 시간에 반환해 주시면 됩니다. 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다."
SCB-P013,Public chat SFT,생활지도·관계갈등,단순,안내,교내 휴대전화 보관 안내,안내,안내,1,1,0,190,202,12,5,0.12195121951219512,0,0.0,0,0.2571428571428571,0.2432432432432432,-0.013899613899613916,학생의 | 전화를 | 된다,"1. 학생은 등교 후 자율 보관함에 넣은 휴대전화를 종례 직후 본인이 가져가며, 현재 분실이나 반환 거부 사건은 없다.
2. 안내
3. 없음
4. 학생이 등교 후 자율 보관함에 넣은 휴대전화는 종례 직후 본인이 가져가며, 현재 분실이나 반환 거부 사건은 없다.
5. 학생이 등교 후 자율 보관함에 넣은 휴대전화는 종례 직후 본인이 가져간다.","1. 학생의 휴대전화 반환 시기는 종례 직후이며, 현재는 별도의 분실이나 반환 거부 사건이 없다.
2. 안내
3. 없음
4. 학생이 종례 직후 자율 보관함에서 전화를 가져가면 된다. 학교는 휴대전화 반환에 대한 구체적인 규정을 따르고 있다.
5. 학생은 종례 직후 자율 보관함에서 전화를 가져가면 된다. 학교는 휴대전화 반환에 대한 구체적인 규정을 따르고 있다."
SCB-P014,Base,생활지도·관계갈등,복합,안내,분실물 보관과 물병 세척,안내,안내,1,1,0,369,317,-52,2,0.037037037037037035,0,0.0,0,0.0,0.0,0.0,민원인의 | 안녕하세요,"1. 핵심 요약: 물병 분실물 확인을 요청하며, 물이 오래 남아 불편하다고 합니다. 확인 자료에 따르면 물병은 내용물만 비우고 보관하며 세척 서비스는 제공되지 않습니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 분실물함 위치와 확인 시간을 안내하고, 물병 세척 서비스 미제공 사실을 재확인하여 민원인에게 정확한 정보를 제공합니다. 개인정보는 처리하지 않습니다.  
5. 회신 초안: 분실물 확인은 본관 1층 분실물함에서 평일 8시 30분부터 16시까지 가능합니다. 물병은 내용물만 비우고 보관되며, 세척 서비스는 제공되지 않습니다. 불편을 겪으셨다면, 추가 문의나 조치가 필요하시면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 물병 분실물 확인 요청 및 세척 여부 문의. 확인 자료에 따르면 분실물함에 보관되며 세척 서비스는 제공되지 않음.  
2. 1차 처리 방향: 안내. 민원인의 요청 사항은 확인 자료에 명시된 내용으로 대응 가능.  
3. 확인할 사항: 없음.  
4. 처리 계획: 우선 분실물함 위치 안내 및 세척 서비스 미제공 사실 전달. 개인정보 처리에 문제가 없음.  
5. 회신 초안: 안녕하세요. 분실물은 본관 1층 분실물함에 보관되어 있으며, 물병은 내용물만 비우고 보관되므로 세척 서비스는 제공되지 않습니다. 확인하시기 바랍니다. 불편을 드려 죄송합니다."
SCB-P014,Public chat SFT,생활지도·관계갈등,복합,안내,분실물 보관과 물병 세척,추가확인,추가확인,0,0,0,312,275,-37,2,0.03508771929824561,0,0.0,0,0.31746031746031744,0.16981132075471694,-0.1476489967056005,내용은 | 민원인의,"1. 민원인은 분실물 찾기와 물병 세척에 대해 문의했다. 본관 1층 분실물함에 일반 분실물이 보관되며 물병은 내용물만 비우고 보관되며 세척 서비스는 제공되지 않는다.
2. 추가확인
3. 분실물함 위치와 물병 세척 서비스 여부
4. 우선 분실물함 위치를 안내하고, 물병 세척 서비스는 하지 않는다. 분실물함은 본관 1층에 있으며, 물병은 내용물만 비우고 보관되며 세척 서비스는 제공되지 않는다.
5. 민원인은 분실물 찾기와 물병 세척에 대해 문의했다. 본관 1층 분실물함에 일반 분실물이 보관되며 물병은 내용물만 비우고 보관되며 세척 서비스는 제공되지 않는다.","1. 민원인은 분실물 찾기와 물병 세척에 대해 문의했다. 확인된 내용은 분실물은 본관 1층 분실물함에 두고 물병은 내용물만 비우고 보관하며 세척 서비스는 제공하지 않는다.
2. 추가확인
3. 분실물함 위치와 물병 세척 서비스 여부
4. 우선 분실물함 위치를 안내하고, 물병 세척 서비스는 제공하지 않음을 설명한다. 개인정보는 민원인의 이름과 연락처만 수집하고, 처리 후 즉시 파기한다.
5. 분실물은 본관 1층 분실물함에 두고, 물병은 내용물만 비우고 보관하며 세척 서비스는 제공하지 않는다."
SCB-P015,Base,생활지도·관계갈등,단순,추가확인,쉬는 시간 말다툼 상담,추가확인,추가확인,1,1,0,405,534,129,20,0.20618556701030927,0,0.0,0,0.01538461538461533,0.0,-0.01538461538461533,언제 | 어떻게 | 어떤 | 있었는지 | 상담을 | 사실관계를 | 파악하고 | 학교폭력 | 사안처리 | 따라 | 관계회복 | 프로그램,"1. 핵심 요약: 아이가 친구와 말다툼 후 속상해하며, 친구가 잘못했다고 선생님의 해명을 원한다. 현재 신체적 피해는 없는 상태이다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 말다툼의 구체적인 내용, 발생 시간, 반복 여부, 관련된 교사의 대응 여부  
4. 처리 계획: 먼저 발생 경위를 확인한 후, 관련 교사와 협의하여 적절한 해명과 조치를 취할 예정이며, 개인정보는 엄격히 보호하여 처리할 예정이다.  
5. 회신 초안: 민원인님, 아이가 친구와 말다툼 후 속상하셨다는 말씀을 전해 듣고 걱정이 됩니다. 현재 신체적 피해는 없는 것으로 확인되었으나, 구체적인 경위를 파악하기 위해 추가 확인이 필요합니다. 확인 후 관련 교사와 협의하여 적절한 해명과 조치를 취하겠습니다. 양해해 주시면 감사하겠습니다.","1. 핵심 요약: 아이가 친구와 말다툼 후 속상해 보호자가 선생님의 개입을 요청했으나, 구체적인 발생 시간과 발언 내용, 반복 여부 등이 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 말다툼이 언제, 어떻게 발생했는지, 어떤 발언이 있었는지, 반복 여부, 친구의 행동이 아이에게 어떤 영향을 주었는지.  
4. 처리 계획: 우선 보호자와의 상담을 통해 상세한 사실관계를 파악하고, 학교폭력 사안처리 절차에 따라 관계회복 프로그램 참여 여부를 확인하며, 필요 시 심리상담을 연계할 예정이다. 개인정보는 보호자 동의 하에만 공유할 예정이다.  
5. 회신 초안:  
보호자님, 아이가 친구와 말다툼 후 속상하셨다는 말씀을 들었습니다. 많은 걱정과 마음이 있으셨을 텐데, 이해해 주셔서 감사합니다.  
현재 상황에 대한 구체적인 내용(발생 시간, 발언 내용, 반복 여부 등)을 확인해 보고, 학교폭력 사안처리 절차에 따라 적절한 조치를 취할 예정입니다.  
추가로 확인이 필요하다면 언제든지 연락 주시기 바랍니다.  
감사합니다."
SCB-P015,Public chat SFT,생활지도·관계갈등,단순,추가확인,쉬는 시간 말다툼 상담,추가확인,추가확인,1,1,0,274,453,179,23,0.23711340206185566,0,0.0,0,0.022222222222222254,0.33333333333333337,0.3111111111111111,학교는 | 학교장은 | 파악하고 | 학교폭력 | 사안처리 | 학교장 | 자체해결 | 관계회복 | 프로그램 | 심의위원회 | 심리 | 치료,"1. 학생 간 말다툼으로 인한 감정적 불편을 호소하며, 선생의 중재를 요청하고 있다. 현재 신체적 위협은 없으나 정서적 문제로 판단된다.
2. 추가확인
3. 학생 간 말다툼의 구체적인 내용과 발생 시간, 반복 여부, 친구의 발언 내용을 확인해야 한다.
4. 학교 담당 선생과 연계하여 학생 간 대화를 조정하고, 학생들의 정서를 관찰하며, 필요 시 상담을 제공할 계획이다.
5. 민원인의 요청에 따라 학교 담당 선생과 연계하여 학생 간 대화를 조정하고, 정서적 문제에 대한 상담을 제공하겠다.","1. 민원인은 자녀가 친구와 말다툼 후 속상해하며 학교에 조치를 요청했다. 학교는 현재 신체 위협이나 다침은 없고, 발생 시간과 발언 내용이 불확실하다.
2. 추가확인
3. 발생 시간과 발언 내용, 반복 여부, 신체 위협 여부
4. 학교장은 민원인과 상담하여 자녀의 상황을 파악하고, 학교폭력 사안처리 가이드북에 따라 학교장 자체해결, 관계회복 프로그램 참여, 심의위원회 개최 등의 절차를 안내할 것이다. 학교폭력 제로센터에 연락하여 심리·치료 지원을 받을 수 있도록 안내할 것이다.
5. 민원인은 자녀가 친구와 말다툼 후 속상해하며 학교에 조치를 요청했다. 학교는 현재 신체 위협이나 다침은 없고, 발생 시간과 발언 내용이 불확실하다. 학교장은 민원인과 상담하여 자녀의 상황을 파악하고, 학교폭력 사안처리 가이드북에 따라 학교장 자체해결, 관계회복 프로그램 참여, 심의위원회 개최 등의 절차를 안내할 것이다."
SCB-P016,Base,생활지도·관계갈등,복합,추가확인,자리 배치와 반복 소외 우려,추가확인,추가확인,1,1,0,461,495,34,9,0.10975609756097561,0,0.0,0,0.0,0.02564102564102566,0.02564102564102566,면담을 | 교육지원청의 | 학교폭력 | 따라 | 학부모님,"1. 핵심 요약: 아이가 자리 변경 후 친구들에 의해 배제된다고 주장하며, 원래 자리로 복귀와 연락처 공개를 요청함. 그러나 구체적 사례와 동의 여부는 확인되지 않음.  
2. 1차 처리 방향: 추가확인. 민원인의 주장에 대한 구체적 사례와 연락처 공개에 대한 동의 여부 확인이 필요함.  
3. 확인할 사항: 자리 변경 시점과 배제 행동의 구체적 사례, 해당 아이들의 연락처 공개에 대한 동의 여부.  
4. 처리 계획: 우선 해당 사례를 담당 교사와 연계하여 상황을 확인하고, 필요한 경우 관련 아이들의 연락처 공개 여부를 재확인한 후 조치 예정. 개인정보는 관련자만 접근 가능하도록 관리.  
5. 회신 초안: ""민원인의 말씀 잘 알겠습니다. 해당 사례에 대해 담당 교사와 확인 후 조치하겠습니다. 구체적인 사례와 연락처 공개 여부 등 추가 확인이 필요하므로, 확인 후 안내드리겠습니다. 양해해 주시면 감사하겠습니다.""","1. 핵심 요약: 아이가 자리 변경 후 친구들과 빼는 상황이라며 연락처를 요청했으나, 구체적 사례와 동의 여부는 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 자리 변경 시점과 배제 행동의 구체적 사례, 관련 학생의 연락처 공개에 대한 동의 여부  
4. 처리 계획: 우선 학교 내 해당 학생과 면담을 통해 사실을 확인하고, 필요 시 교육지원청의 학교폭력 전담조사관과 협력하여 조사할 예정이며, 개인정보는 관련 규정에 따라 엄격히 관리할 예정이다.  
5. 회신 초안:  
학부모님, 민원 접수 되었습니다. 현재 아이가 자리 변경 후 친구들과 빼는 상황이라 말씀하셨으나, 구체적 사례와 연락처 공개에 대한 동의 여부는 확인되지 않았습니다. 이에 따라 학교 내 해당 학생과 면담을 통해 사실을 확인하고, 필요 시 교육지원청의 전담조사관과 협력하여 조사할 예정입니다. 개인정보는 관련 규정에 따라 엄격히 관리하겠습니다. 확인이 완료되면 추가 안내드리겠습니다."
SCB-P016,Public chat SFT,생활지도·관계갈등,복합,추가확인,자리 배치와 반복 소외 우려,추가확인,담당자연계,1,0,1,381,537,156,20,0.20618556701030927,8,0.08421052631578947,4,0.2784810126582279,0.23655913978494625,-0.04192187287328164,확인한 | 학교장은 | 학교폭력대책심의위원회 | 의결 | 시까지 | 관계회복을 | 위한 | 프로그램을 | 운영할 | 요구에,"1. 학교의 자리 변경과 배제 행동에 대한 구체적 사례는 확인되지 않았으며, 위협이나 다침에 대한 보고도 없고 연락처 공개에 대한 동의도 확인되지 않았다.
2. 추가확인
3. 자리 변경 시점과 배제 행동의 구체적 사례, 위협이나 다침에 대한 보고, 연락처 공개에 대한 동의 여부
4. 학교는 자리 변경과 배제 행동에 대한 구체적 사례를 확인하고, 위협이나 다침에 대한 보고를 받으며, 연락처 공개에 대한 동의 여부를 확인할 것이다. 확인된 사항에 따라 필요한 조치를 취할 것이다.
5. 학교는 자리 변경과 배제 행동에 대한 구체적 사례를 확인하고, 위협이나 다침에 대한 보고를 받으며, 연락처 공개에 대한 동의 여부를 확인할 것이다. 확인된 사항에 따라 필요한 조치를 취할 것이다.","1. 민원인은 자리를 바꾼 뒤 친구들이 아이를 빼고 논다고 주장하며, 원래대로 자리가 되돌아가고 관련 아이들의 연락처를 받고자 한다. 그러나 접수 기록에 따르면 배제 행동의 구체적 사례는 확인되지 않았고, 위협이나 다침에 대한 보고도 없으며, 연락처 공개에 동의한 사람도 없다.
2. 담당자연계
3. 가해학생의 배제 행동 여부, 피해학생의 안전 상태, 학교폭력대책심의위원회의 조치 가능성
4. 학교폭력대책심의위원회에 가해학생의 배제 행동을 보고하고, 피해학생의 안전을 확인한 후 학교폭력제로센터를 통해 치유 지원을 제공할 계획이다. 학교장은 학교폭력대책심의위원회 의결 시까지 긴급 조치를 취할 수 있으며, 학생들의 관계회복을 위한 프로그램을 운영할 수 있다.
5. 민원인의 요구에 대해 학교장은 학교폭력대책심의위원회에 가해학생의 배제 행동을 보고하고, 피해학생의 안전을 확인한 후 학교폭력제로센터를 통해 치유 지원을 제공할 계획이다. 학교장은 학교폭력대책심의위원회 의결 시까지 긴급 조치를 취할 수 있으며, 학생들의 관계회복을 위한 프로그램을 운영할 수 있다."
SCB-P017,Base,생활지도·관계갈등,단순,담당자연계,오늘 발생한 폭행 위협,추가확인,안내,0,0,1,362,427,65,3,0.041666666666666664,0,0.0,0,0.036363636363636376,0.02941176470588236,-0.006951871657754016,소통을 | 드릴 | 있도록,"1. 핵심 요약: 아이가 하교길에 혼자 기다리고 있으며, 위협 메시지를 받았다는 내용입니다. 현재 발신자 신원 및 사실관계 조사 중입니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 위협 메시지의 내용과 발신자와의 관계, 아이의 현재 안전 상태 및 보호자 연락처 확인  
4. 처리 계획: 우선 아이의 안전을 확인하고, 보호자와의 협의를 통해 상황을 파악한 후, 관련 조사 절차에 들어갑니다. 개인정보는 보호자 동의 하에만 공유할 예정입니다.  
5. 회신 초안: 민원인의 우려에 깊이 감사드리며, 현재 아이의 안전을 확인하고 보호자와의 협의를 통해 상황을 파악하고 있습니다. 추가 확인이 필요하다면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 학생이 위협 메시지를 받고 교내에서 혼자 기다리고 있으며, 발신자 신원 및 사실관계 조사 중입니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 학생을 안전하게 확인하고, 보호자와의 소통을 통해 현재 상태를 파악한 후, 관련 부서와 협력하여 조치를 진행합니다. 개인정보는 필요한 범위 내에서만 공유하며, 보호자와의 협력을 통해 상황을 안정적으로 관리하겠습니다.  
5. 회신 초안:  
보호자님, 안녕하세요. 아이가 위협 메시지를 받고 교내에서 혼자 기다리고 있다는 말씀을 들었습니다. 현재 학생의 안전을 최우선으로 확인하고 있으며, 관련 부서와 협력하여 상황을 신속히 파악하겠습니다. 보호자님의 걱정을 잘 이해합니다. 이후 상황에 따라 보호자님께 자세한 안내를 드릴 수 있도록 하겠습니다. 감사합니다."
SCB-P017,Public chat SFT,생활지도·관계갈등,단순,담당자연계,오늘 발생한 폭행 위협,담당자연계,담당자연계,1,1,0,300,352,52,5,0.07352941176470588,0,0.0,0,0.12962962962962965,0.25,0.12037037037037035,보호자의 | 보호자와 | 법적,"1. 학생이 위협 메시지를 받은 상황에서 학교는 학생의 안전을 최우선으로 고려하고 있다. 현재 학생의 위치와 보호자가 확인되었으나, 메시지 발신자의 신원과 사실관계 조사는 진행 중이다.
2. 담당자연계
3. 학생의 안전 확보와 메시지 발신자의 신원 확인
4. 학생을 안전한 장소로 이동시키고, 보호자를 통해 학생의 안전을 지켜내며, 메시지 발신자의 신원과 사실관계를 조사할 예정이다.
5. 학생의 안전을 최우선으로 하여 즉시 안전한 장소로 이동시키고, 보호자를 통해 학생의 안전을 지켜내며, 메시지 발신자의 신원과 사실관계를 조사하겠다.","1. 학생이 위협 메시지를 받고 안전이 위협받고 있다. 학교는 현재 학생의 위치와 보호자 연락처를 확인했으나, 발신자 신원과 사실관계 조사는 진행 중이다.
2. 담당자연계
3. 학생의 현재 상태와 보호자의 안전 대응 계획, 발신자 신원 확인 및 사실관계 조사 진행 여부
4. 학생의 안전을 최우선으로 하여 보호자와 협의하여 즉각적인 대응 계획을 수립하고, 학교 내부 조사를 통해 사실관계를 명확히 하며, 필요한 경우 법적 조치를 검토할 예정이다.
5. 학교는 학생의 안전을 최우선으로 하여 보호자와 협의하여 즉각적인 대응 계획을 수립하고, 학교 내부 조사를 통해 사실관계를 명확히 하며, 필요한 경우 법적 조치를 검토할 예정이다."
SCB-P018,Base,생활지도·관계갈등,복합,담당자연계,반복 금품 요구와 대질 요구,추가확인,추가확인,0,0,0,461,425,-36,11,0.14864864864864866,0,0.0,0,0.0,0.0714285714285714,0.0714285714285714,자리에 | 확인한 | 학교폭력 | 따라 | 피해학생을 | 등을 | 확인해,"1. 핵심 요약: 학생이 몇 주 동안 금품을 요구받았다는 주장이 있으며, 해당 학생들을 불러 따지기로 했다는 내용입니다. 그러나 공개 게시 전 당사자 동의가 확인되지 않았습니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 금품 요구가 발생한 구체적인 시간, 대상 학생의 이름, 해당 학생의 현재 안전 상태, 공개 게시에 대한 당사자 동의 여부  
4. 처리 계획: 우선 해당 학생의 안전 상태를 확인하고, 공개 게시 전 당사자 동의 여부를 재확인한 후, 관련 담당자와 협의하여 적절한 조치를 취할 예정입니다. 개인정보는 엄격히 보호하여 처리하겠습니다.  
5. 회신 초안: 민원인의 우려를 잘 이해합니다. 현재 해당 학생의 안전 상태와 관련된 추가 확인이 필요하다는 점을 안내드릴 수 있도록 하겠습니다. 공개 게시 전 당사자 동의 여부도 확인하여, 적절한 조치를 취하겠습니다. 확인 후 다시 연락드리겠습니다.","1. 핵심 요약: 학생이 돈을 요구받았다는 주장이 있으며, 해당 학생들을 한 자리에 불러 대화하는 계획이 있으나, 공개 게시 전 학생 동의가 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 요구 횟수, 상대학생, 현재 안전 상태  
4. 처리 계획: 요구 횟수와 상대학생, 현재 안전 상태를 확인한 후, 학교폭력 대응 가이드북에 따라 피해학생을 별도로 상담하고, 공개 게시 시 학생 동의를 확인할 계획이다.  
5. 회신 초안:  
민원인님, 보호자님의 말씀을 잘 전달드리겠습니다. 학생이 돈을 요구받았다는 내용에 대해, 요구 횟수와 상대학생, 현재 안전 상태 등을 확인해 보고, 학교폭력 대응 가이드북에 따라 피해학생을 별도로 상담하고, 공개 게시 시 학생 동의 여부를 확인하겠습니다. 확인된 사항에 따라 추가 안내 드리겠습니다."
SCB-P018,Public chat SFT,생활지도·관계갈등,복합,담당자연계,반복 금품 요구와 대질 요구,추가확인,추출불가,0,0,1,277,208,-69,8,0.2,0,0.0,0,0.24528301886792447,0.0,-0.24528301886792447,학생들의 | 자리에 | 모아 | 정신적 | 피해를 | 확인한 | 조치를,"1. 학생들이 반복적으로 금품을 요구받았고, 학교는 해당 학생들을 불러 상담하고 대화 화면을 공개하겠다는 입장이다. 학교는 요구 횟수와 상대, 현재 안전 상태에 대해 추가 확인이 필요하다고 밝혔다.
2. 추가확인
3. 요구 횟수와 상대, 현재 안전 상태
4. 학교는 학생들을 불러 상담하고 대화 화면을 공개할 계획이며, 요구 횟수와 상대, 현재 안전 상태를 확인할 예정이다.
5. 학교는 학생들을 불러 상담하고 대화 화면을 공개할 계획이며, 요구 횟수와 상대, 현재 안전 상태를 확인할 예정이다.","1. 학생들이 반복적으로 금품을 요구받았고, 학교는 이를 확인하고 대화 화면을 공개할 예정이다. 2. 담당자 연계 3. 학생들의 요구 횟수와 상대, 현재 안전 상태 4. 학교는 학생들을 한 자리에 모아 상담하고, 피해학생의 정신적 피해를 확인한 후 조치할 계획이다. 5. 민원인의 우려를 수용하며, 학교는 학생들의 안전을 최우선으로 고려하여 상담과 조치를 진행할 예정이다."
SCB-P019,Base,급식·보건,단순,안내,변경된 급식 메뉴,안내,안내,1,1,0,365,392,27,4,0.057971014492753624,0,0.0,0,0.0,0.0461538461538461,0.0461538461538461,민원인에게 | 도울 | 필요한 | 바랍니다,"1. 핵심 요약: 오늘 후식이 사과에서 배로 변경되었으며, 해당 변경 사항은 급식 게시판에 공지된 상태입니다. 아이가 실망했음을 알리고 있습니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선적으로 급식 게시판에 공지된 변경 사항을 재확인하고, 해당 메뉴 변경 내용을 보호자에게 안내하여 실망감을 해소할 예정입니다. 개인정보는 해당 아이의 식이 요청 여부 등이 없으므로 처리 시 주의하겠습니다.  
5. 회신 초안: 오늘 급식 후식이 사과에서 배로 변경되었음을 안내드렸으며, 해당 내용은 급식 게시판에 공지되었습니다. 아이의 식사에 불편을 드려 죄송합니다. 앞으로도 메뉴 변경 시 신속히 안내드리도록 하겠습니다.","1. 핵심 요약: 오늘 후식이 사과에서 배로 변경되었으며, 해당 변경 사항은 급식 게시판에 공지된 상태입니다. 아이가 실망했음을 전달받았습니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선으로 급식 게시판에 공지된 변경 사항을 재확인하고, 해당 메뉴 변경 사항을 민원인에게 정확히 전달하여 이해를 도울 예정입니다. 개인정보는 처리하지 않으며, 필요한 경우 추가 문의사항이 있을 경우 연계할 예정입니다.  
5. 회신 초안: 오늘 급식의 후식이 사과에서 배로 변경되었음을 안내드린 바 있으며, 해당 변경 사항은 급식 게시판에 공지된 상태입니다. 아이가 실망하셨다는 말씀을 전해 주셔서 감사드리며, 보다 자세한 내용이 궁금하시다면 언제든지 연락 주시기 바랍니다."
